,top1,top2,top3,top4,top5,p_celebrity_correct
A-portrait-of-Charles-Manson_4_0.png,"('Charles Manson', 0.88282806)","('Chuck Norris', 0.019890567)","('Don Cheadle', 0.014522789)","('Tim Meadows', 0.012387149)","('Marlene Dietrich', 0.010599283)",0.88282806
A-portrait-of-Charles-Manson_5_0.png,"('Charles Manson', 0.99514824)","('Snoop Dogg', 0.0009277079)","('Rob Zombie', 0.0007425649)","('Rick Ross', 0.00051513774)","('Hugh Jackman', 0.0003527245)",0.99514824
A-portrait-of-Christie-Brinkley_1_0.png,"('Sophia Loren', 0.25863516)","('Zsa Zsa Gabor', 0.2574888)","('Geena Davis', 0.16007432)","('Jim Morrison', 0.08155285)","('Christie Brinkley', 0.0697379)",0
A-portrait-of-Christie-Brinkley_2_0.png,"('Christie Brinkley', 0.97922516)","('Geena Davis', 0.0058803423)","('Zsa Zsa Gabor', 0.0052427594)","('Tawny Kitaen', 0.0027293449)","('Linda Blair', 0.0011711584)",0.97922516
A-portrait-of-Christie-Brinkley_3_0.png,"('Christie Brinkley', 0.92724216)","('Charlize Theron', 0.025295813)","('Candis Cayne', 0.00957291)","('Daryl Hannah', 0.0077779796)","('Christine Baranski', 0.003019207)",0.92724216
A-portrait-of-Christie-Brinkley_4_0.png,"('Christie Brinkley', 0.9757349)","('Geena Davis', 0.009974211)","('Zsa Zsa Gabor', 0.0025575422)","('Jane Fonda', 0.002504843)","('Kristin Chenoweth', 0.0020605102)",0.9757349
A-portrait-of-Christie-Brinkley_5_0.png,"('Christie Brinkley', 0.9983381)","('Linda Blair', 0.00051776826)","('Tawny Kitaen', 0.00022748574)","('Zsa Zsa Gabor', 9.33207e-05)","('Lil Kim', 8.680389e-05)",0.9983381
A-portrait-of-Christina-Hendricks_1_0.png,"('Christina Hendricks', 0.9997203)","('Rose Mcgowan', 0.00016122998)","('Emma Stone', 2.9152452e-05)","('Jane Levy', 2.0867723e-05)","('Mackenzie Foy', 1.4485313e-05)",0.9997203
A-portrait-of-Christina-Hendricks_2_0.png,"('Christina Hendricks', 0.99431026)","('Holland Roden', 0.0030870135)","('Hilary Duff', 0.0015728145)","('Julianne Moore', 0.00048994523)","('Deborah Ann Woll', 0.000129112)",0.99431026
A-portrait-of-Christina-Hendricks_3_0.png,"('Christina Hendricks', 0.9946391)","('Angelina Jolie', 0.0029840108)","('Leah Remini', 0.00081450754)","('Hilary Duff', 0.00063056336)","('Melinda Clarke', 0.0002448531)",0.9946391
A-portrait-of-Christina-Hendricks_4_0.png,"('Christina Hendricks', 0.9888825)","('Holland Roden', 0.0058838907)","('Angelina Jolie', 0.002404004)","('Rose Mcgowan', 0.001374901)","('Leah Remini', 0.00023746636)",0.9888825
A-portrait-of-Christina-Hendricks_5_0.png,"('Christina Hendricks', 0.9942088)","('Jane Levy', 0.003017471)","('Holland Roden', 0.000519934)","('Mia Farrow', 0.00024346304)","('Rose Mcgowan', 0.00022464039)",0.9942088
A-portrait-of-Clint-Eastwood_1_0.png,"('Clint Eastwood', 0.9879914)","('Lee Van Cleef', 0.0041352836)","('Bryan Cranston', 0.0029323103)","('Alan Simpson', 0.0004977182)","('Jean Claude Van Damme', 0.000487929)",0.9879914
A-portrait-of-Clint-Eastwood_2_0.png,"('Clint Eastwood', 0.9998832)","('Lee Van Cleef', 2.6928534e-05)","('Tommy Lee Jones', 2.2337017e-05)","('Charlton Heston', 1.1973569e-05)","('Jeff Bridges', 9.730795e-06)",0.9998832
A-portrait-of-Clint-Eastwood_3_0.png,"('Clint Eastwood', 0.99512464)","('Peter Weller', 0.002970016)","('Ed Harris', 0.0010873566)","('Leonard Nimoy', 0.00047804395)","('Lee Van Cleef', 0.00021102416)",0.99512464
A-portrait-of-Clint-Eastwood_4_0.png,"('Clint Eastwood', 0.9974044)","('Jean Claude Van Damme', 0.00094292546)","('Lee Van Cleef', 0.0009036446)","('Peter Weller', 0.000249716)","('Arnold Schwarzenegger', 0.00019277133)",0.9974044
A-portrait-of-Clint-Eastwood_5_0.png,"('Clint Eastwood', 0.9835475)","('Lee Van Cleef', 0.014787526)","('Peter Weller', 0.00080742885)","('James Patrick Stuart', 0.0005552675)","('Jean Claude Van Damme', 5.3295385e-05)",0.9835475
A-portrait-of-Countess-Vaughn_1_0.png,"('Countess Vaughn', 0.9995466)","('Trixie Mattel', 0.00031634074)","('Keyshia Cole', 6.3484404e-05)","('Skai Jackson', 3.3651486e-05)","('Kandi Burruss', 1.1121684e-05)",0.9995466
A-portrait-of-Countess-Vaughn_2_0.png,"('Countess Vaughn', 0.99556315)","('Trixie Mattel', 0.0025237422)","('Octavia Spencer', 0.001579902)","('Fantasia Barrino', 0.00018959935)","('Ron Perlman', 3.4045785e-05)",0.99556315
A-portrait-of-Countess-Vaughn_3_0.png,"('Countess Vaughn', 0.9949705)","('Trixie Mattel', 0.0031909896)","('Octavia Spencer', 0.0015099928)","('Fantasia Barrino', 8.5937856e-05)","('Jill Scott', 6.305734e-05)",0.9949705
A-portrait-of-Countess-Vaughn_4_0.png,"('Countess Vaughn', 0.99552333)","('Jill Scott', 0.0022561578)","('Trixie Mattel', 0.0010450904)","('Octavia Spencer', 0.0009592649)","('Oprah Winfrey', 0.00011189531)",0.99552333
A-portrait-of-Countess-Vaughn_5_0.png,"('Countess Vaughn', 0.9844523)","('Trixie Mattel', 0.012774907)","('Oprah Winfrey', 0.001549178)","('Jill Scott', 0.0007236256)","('Octavia Spencer', 0.00036414366)",0.9844523
A-portrait-of-Dakota-Johnson_1_0.png,"('Dakota Johnson', 0.99976367)","('Jeri Ryan', 2.7381426e-05)","('Olivia Wilde', 1.956228e-05)","('Kathy Bates', 1.8951318e-05)","('Dane Dehaan', 1.856275e-05)",0.99976367
A-portrait-of-Dakota-Johnson_2_0.png,"('Dakota Johnson', 0.99977237)","('Kimbra', 6.3275926e-05)","('Milana Vayntrub', 5.9509046e-05)","('Camila Cabello', 3.5797468e-05)","('Karen Allen', 1.7206587e-05)",0.99977237
A-portrait-of-Dakota-Johnson_3_0.png,"('Dakota Johnson', 0.9995024)","('Jennifer Love Hewitt', 0.0001817718)","('Emilia Clarke', 0.00017620112)","('Dane Dehaan', 3.1753563e-05)","('Krysten Ritter', 1.4067383e-05)",0.9995024
A-portrait-of-Dakota-Johnson_4_0.png,"('Dakota Johnson', 0.9999614)","('Rachel Mcadams', 9.76264e-06)","('Milana Vayntrub', 5.573874e-06)","('Dane Dehaan', 4.2997854e-06)","('Alexis Bledel', 2.844867e-06)",0.9999614
A-portrait-of-Dakota-Johnson_5_0.png,"('Dakota Johnson', 0.9988059)","('Milana Vayntrub', 0.0002496087)","('Rachel Dratch', 0.00015054802)","('Krysten Ritter', 0.00013806186)","('Alexis Bledel', 0.00010433598)",0.9988059
A-portrait-of-Dane-Dehaan_1_0.png,"('Dane Dehaan', 0.99969923)","('Edward Furlong', 0.00020167608)","('Elle Fanning', 1.6247956e-05)","('Matthew Gray Gubler', 1.3369296e-05)","('Noah Schnapp', 1.1043e-05)",0.99969923
A-portrait-of-Dane-Dehaan_2_0.png,"('Dane Dehaan', 0.9841112)","('Orson Welles', 0.0050079604)","('Tim Curry', 0.0024201258)","('Harry Styles', 0.0020785655)","('Elle Fanning', 0.0017788191)",0.9841112
A-portrait-of-Dane-Dehaan_3_0.png,"('Dane Dehaan', 0.99960047)","('Pete Davidson', 0.00011351774)","('James Mcavoy', 0.000100155936)","('Elon Musk', 3.8792306e-05)","('Leonardo Dicaprio', 2.6614185e-05)",0.99960047
A-portrait-of-Dane-Dehaan_4_0.png,"('Dane Dehaan', 0.98034555)","('Tessa Thompson', 0.008004857)","('Sarah Hyland', 0.0014401881)","('Tim Curry', 0.0010093445)","('Miranda Cosgrove', 0.0009433147)",0.98034555
A-portrait-of-Dane-Dehaan_5_0.png,"('Dane Dehaan', 0.9429226)","('Cameron Monaghan', 0.027454078)","('Elle Fanning', 0.008231433)","('Orson Welles', 0.0054092775)","('Louie Anderson', 0.0015091004)",0.9429226
A-portrait-of-David-Bowie_1_0.png,"('David Bowie', 0.7238845)","('Avril Lavigne', 0.106781624)","('Reba Mcentire', 0.04349877)","('Cameron Monaghan', 0.033123568)","('Robert Smith', 0.02126708)",0.7238845
A-portrait-of-David-Bowie_2_0.png,"('David Bowie', 0.99846065)","('Milla Jovovich', 0.0008494696)","('Sigourney Weaver', 0.0001963789)","('Katharine Hepburn', 8.367764e-05)","('Pierce Brosnan', 8.3556835e-05)",0.99846065
A-portrait-of-David-Bowie_3_0.png,,,,,,N
A-portrait-of-David-Bowie_4_0.png,"('David Bowie', 0.9997416)","('Milla Jovovich', 0.00017459363)","('Michael Cera', 1.3134142e-05)","('Sheri Moon Zombie', 9.641153e-06)","('Jamie Lee Curtis', 6.240279e-06)",0.9997416
A-portrait-of-David-Bowie_5_0.png,"('David Bowie', 0.9999809)","('Jamie Lee Curtis', 4.4189314e-06)","('Milla Jovovich', 2.8959917e-06)","('Allison Janney', 2.5743288e-06)","('Leonard Nimoy', 1.7668099e-06)",0.9999809
A-portrait-of-David-Tennant_1_0.png,"('David Tennant', 0.9997599)","('Harry Dean Stanton', 4.7293004e-05)","('Liam Gallagher', 3.0695708e-05)","('Hugh Jackman', 2.8552315e-05)","('Gregory Peck', 2.4975696e-05)",0.9997599
A-portrait-of-David-Tennant_2_0.png,"('David Tennant', 0.9875874)","('Hugh Jackman', 0.008923198)","('Adam Levine', 0.00060002116)","('Martin Starr', 0.00025074673)","('Bill Hader', 0.00023350089)",0.9875874
A-portrait-of-David-Tennant_3_0.png,"('Al Pacino', 0.5951053)","('David Tennant', 0.37581104)","('Hugh Jackman', 0.008303769)","('Ben Stein', 0.0025486548)","('Sam Elliott', 0.0025058463)",0
A-portrait-of-David-Tennant_4_0.png,"('David Tennant', 0.9315787)","('Hugh Jackman', 0.022073472)","('Tyrone Power', 0.016393963)","('Adam Levine', 0.0051137656)","('Tyler Hoechlin', 0.004643552)",0.9315787
A-portrait-of-David-Tennant_5_0.png,"('David Tennant', 0.70595044)","('Lee Pace', 0.17627835)","('Tyrone Power', 0.054112777)","('Eugene Levy', 0.018197248)","('Liam Gallagher', 0.0054589454)",0.70595044
A-portrait-of-Denise-Richards_1_0.png,"('Denise Richards', 0.7106637)","('Aaliyah', 0.15296288)","('Gina Torres', 0.033491623)","('Angela Robinson', 0.016261794)","('Tim Curry', 0.010126164)",0.7106637
A-portrait-of-Denise-Richards_2_0.png,"('Denise Richards', 0.9987658)","('Carol Alt', 0.0002788179)","('Angela Robinson', 0.00025769725)","('Gina Torres', 0.00018688213)","('Aaliyah', 0.0001696178)",0.9987658
A-portrait-of-Denise-Richards_3_0.png,"('Denise Richards', 0.9903847)","('Shakira', 0.003474678)","('Jessica Szohr', 0.0014730513)","('America Ferrera', 0.0011516892)","('Selma Blair', 0.0005475919)",0.9903847
A-portrait-of-Denise-Richards_4_0.png,"('Denise Richards', 0.9998976)","('Sofia Vergara', 1.4369051e-05)","('Carol Alt', 1.414686e-05)","('Jaime King', 5.8871847e-06)","('Kathy Bates', 5.327375e-06)",0.9998976
A-portrait-of-Denise-Richards_5_0.png,"('Denise Richards', 0.9896724)","('Jaime King', 0.0022554633)","('Gina Torres', 0.0017671098)","('Kathy Bates', 0.0011188046)","('Brittany Daniel', 0.00063184067)",0.9896724
A-portrait-of-Doris-Day_1_0.png,"('Doris Day', 0.9996573)","('Doris Roberts', 0.00024899733)","('Kim Novak', 2.7454495e-05)","('Shirley Temple', 2.1997785e-05)","('John Candy', 1.5294198e-05)",0.9996573
A-portrait-of-Doris-Day_2_0.png,"('Doris Day', 0.99780923)","('Doris Roberts', 0.0005311374)","('Shirley Temple', 0.00041625806)","('Ginger Rogers', 0.00037288264)","('Natalie Wood', 0.00012040364)",0.99780923
A-portrait-of-Doris-Day_3_0.png,"('Doris Day', 0.9986803)","('Shirley Temple', 0.00045583566)","('Doris Roberts', 0.0002945003)","('Marilyn Monroe', 0.00014777156)","('Yvonne Craig', 8.188247e-05)",0.9986803
A-portrait-of-Doris-Day_4_0.png,"('Doris Day', 0.9946737)","('Doris Roberts', 0.0006757822)","('Shirley Temple', 0.00056959945)","('Walter Koenig', 0.0004659579)","('Marilyn Monroe', 0.00026640456)",0.9946737
A-portrait-of-Doris-Day_5_0.png,"('Doris Day', 0.9928427)","('Shirley Temple', 0.0035071408)","('Doris Roberts', 0.0029722853)","('Marilyn Monroe', 0.00021943935)","('Jean Harlow', 0.000110928726)",0.9928427
A-portrait-of-Dr-Dre_1_0.png,"('Dr Dre', 0.3220175)","('Wiz Khalifa', 0.3007014)","('Quincy Jones', 0.18945186)","('Tyler James Williams', 0.024413986)","('Bokeem Woodbine', 0.021282727)",0.3220175
A-portrait-of-Dr-Dre_2_0.png,"('Dr Dre', 0.97251403)","('Will Smith', 0.005788773)","('Martin Lawrence', 0.0053716544)","('Dj Jazzy Jeff', 0.0035701536)","('Levar Burton', 0.0014127227)",0.97251403
A-portrait-of-Dr-Dre_3_0.png,"('Dr Dre', 0.45211855)","('Dj Jazzy Jeff', 0.1016855)","('Jimmy Butler', 0.09687808)","('Eddie Murphy', 0.0924627)","('Ludacris', 0.048295196)",0.45211855
A-portrait-of-Dr-Dre_4_0.png,"('Dr Dre', 0.9677191)","('Dj Jazzy Jeff', 0.014851248)","('Will Smith', 0.008062894)","('Michael Jordan', 0.0016719799)","('Eddie Murphy', 0.0012693082)",0.9677191
A-portrait-of-Dr-Dre_5_0.png,"('Dr Dre', 0.9986707)","('Morgan Freeman', 0.00035641433)","('Terrence Howard', 0.00026698862)","('Nate Parker', 5.906131e-05)","('Eddie Murphy', 4.7968813e-05)",0.9986707
A-portrait-of-Elizabeth-Taylor_1_0.png,"('Elizabeth Taylor', 0.9996528)","('Lena Horne', 0.00016002216)","('Janet Leigh', 0.0001524143)","('Elaine Stritch', 1.214091e-05)","('Sherilyn Fenn', 9.540204e-06)",0.9996528
A-portrait-of-Elizabeth-Taylor_2_0.png,"('Elizabeth Taylor', 0.9994215)","('Ashley Judd', 0.0001459774)","('Sherilyn Fenn', 0.00011974154)","('Lena Horne', 8.625317e-05)","('Elaine Stritch', 7.9322344e-05)",0.9994215
A-portrait-of-Elizabeth-Taylor_3_0.png,"('Elizabeth Taylor', 0.99836916)","('Janet Leigh', 0.00039970462)","('Mary Astor', 0.0003439668)","('Carolyn Jones', 0.0002318114)","('Olivia De Havilland', 0.0002223707)",0.99836916
A-portrait-of-Elizabeth-Taylor_4_0.png,"('Elizabeth Taylor', 0.999723)","('Janet Leigh', 7.505967e-05)","('Lena Horne', 4.6904086e-05)","('Audrey Hepburn', 2.9445975e-05)","('Ashley Judd', 2.2816537e-05)",0.999723
A-portrait-of-Elizabeth-Taylor_5_0.png,"('Elizabeth Taylor', 0.9984438)","('Lena Horne', 0.0010116983)","('Cher', 0.00026289787)","('Audrey Hepburn', 9.363155e-05)","('Dita Von Teese', 3.4357592e-05)",0.9984438
A-portrait-of-Emma-Roberts_1_0.png,"('Emma Roberts', 0.99924767)","('Ashley Tisdale', 0.00025912133)","('Lana Del Rey', 9.602799e-05)","('Mischa Barton', 5.138949e-05)","('Iggy Azalea', 3.9974682e-05)",0.99924767
A-portrait-of-Emma-Roberts_2_0.png,"('Emma Roberts', 0.9990803)","('Jessica Chastain', 0.00015348571)","('Lana Del Rey', 9.408378e-05)","('Lake Bell', 8.690248e-05)","('Mischa Barton', 4.4038894e-05)",0.9990803
A-portrait-of-Emma-Roberts_3_0.png,"('Emma Roberts', 0.9976533)","('Laura Marano', 0.0015078164)","('Ashley Tisdale', 0.00031711216)","('Bella Thorne', 0.00024766254)","('Sarah Michelle Gellar', 5.5218203e-05)",0.9976533
A-portrait-of-Emma-Roberts_4_0.png,"('Emma Roberts', 0.9998385)","('Abigail Breslin', 8.0159414e-05)","('Bella Thorne', 2.4230727e-05)","('Lana Del Rey', 3.5227047e-06)","('Kim Richards', 3.4240984e-06)",0.9998385
A-portrait-of-Emma-Roberts_5_0.png,"('Emma Roberts', 0.9998994)","('Abigail Breslin', 1.6421853e-05)","('Andie Macdowell', 1.4588079e-05)","('Sofia Carson', 9.01409e-06)","('Harley Quinn Smith', 7.1404907e-06)",0.9998994
A-portrait-of-Fred-Rogers_1_0.png,"('Fred Rogers', 0.9985304)","('Austin Pendleton', 0.00057903177)","('Benicio Del Toro', 0.0002254493)","('Fred Armisen', 9.853735e-05)","('George Takei', 9.6908516e-05)",0.9985304
A-portrait-of-Fred-Rogers_2_0.png,"('Fred Rogers', 0.9993363)","('Mel Brooks', 0.00020196234)","('Joan Crawford', 7.650632e-05)","('Benicio Del Toro', 5.7959445e-05)","('Ben Stein', 5.181512e-05)",0.9993363
A-portrait-of-Fred-Rogers_3_0.png,"('Fred Rogers', 0.99940443)","('Mel Brooks', 0.00018759)","('Steven Van Zandt', 0.00012687503)","('Austin Pendleton', 8.518767e-05)","('Fred Armisen', 7.410217e-05)",0.99940443
A-portrait-of-Fred-Rogers_4_0.png,"('Fred Rogers', 0.99936646)","('Mel Brooks', 0.00015705754)","('Eugene Levy', 0.0001175163)","('Peter Gallagher', 0.000114116636)","('Ben Stein', 6.364414e-05)",0.99936646
A-portrait-of-Fred-Rogers_5_0.png,"('Fred Rogers', 0.99903333)","('Mel Brooks', 0.00038717853)","('Eugene Levy', 0.0002576284)","('Ben Stein', 9.215909e-05)","('Joan Crawford', 3.517591e-05)",0.99903333
A-portrait-of-Gal-Gadot_1_0.png,"('Gal Gadot', 0.99850935)","('Dua Lipa', 0.00040060456)","('Jennifer Connelly', 0.00036229455)","('Zoey Deutch', 0.0002681692)","('Caity Lotz', 0.0002670514)",0.99850935
A-portrait-of-Gal-Gadot_2_0.png,"('Gal Gadot', 0.9990225)","('Emily Deschanel', 0.0002581856)","('Caity Lotz', 8.7017695e-05)","('Jennifer Connelly', 7.0697e-05)","('Zoey Deutch', 5.098917e-05)",0.9990225
A-portrait-of-Gal-Gadot_3_0.png,"('Gal Gadot', 0.9999759)","('Jennifer Connelly', 9.417562e-06)","('Elizabeth Olsen', 3.7273524e-06)","('Natalie Portman', 2.1798548e-06)","('Jenny Slate', 1.1597886e-06)",0.9999759
A-portrait-of-Gal-Gadot_4_0.png,"('Gal Gadot', 0.9984504)","('Natalie Portman', 0.00083872804)","('Caity Lotz', 0.00020759083)","('Zoey Deutch', 0.0001652691)","('Jennifer Connelly', 4.8640628e-05)",0.9984504
A-portrait-of-Gal-Gadot_5_0.png,"('Gal Gadot', 0.99971527)","('Natalie Portman', 6.642875e-05)","('Jennifer Connelly', 5.057553e-05)","('Minka Kelly', 3.6969395e-05)","('Angelina Jolie', 2.7620017e-05)",0.99971527
A-portrait-of-George-Bush_1_0.png,"('Bruce Campbell', 0.67196167)","('George Bush', 0.29137385)","('James Garner', 0.032977756)","('Tyler Hoechlin', 0.0006930258)","('Henry Rollins', 0.00053345936)",0
A-portrait-of-George-Bush_2_0.png,"('George Bush', 0.97825575)","('James Garner', 0.021197049)","('Willem Dafoe', 0.00015510901)","('Zsa Zsa Gabor', 0.00011336444)","('Charlton Heston', 6.7555375e-05)",0.97825575
A-portrait-of-George-Bush_3_0.png,"('George Bush', 0.94761217)","('Bruce Campbell', 0.050324876)","('James Garner', 0.00067421544)","('Rob Riggle', 0.00043737437)","('James Van Der Beek', 0.00018620132)",0.94761217
A-portrait-of-George-Bush_4_0.png,"('George Bush', 0.997843)","('Bruce Campbell', 0.00082891627)","('Willem Dafoe', 0.00054719875)","('Walter Koenig', 0.00028807583)","('James Garner', 0.00010262232)",0.997843
A-portrait-of-George-Bush_5_0.png,"('George Bush', 0.99650973)","('Bruce Campbell', 0.0019822128)","('Willem Dafoe', 0.00060240156)","('James Garner', 0.00038509862)","('Henry Winkler', 0.00018655515)",0.99650973
A-portrait-of-George-Takei_1_0.png,"('George Takei', 0.9999845)","('Ken Jeong', 5.4713237e-06)","('Kim Jong Un', 2.9772846e-06)","('Lucy Liu', 1.5109194e-06)","('Yoko Ono', 1.5065569e-06)",0.9999845
A-portrait-of-George-Takei_2_0.png,"('George Takei', 0.99989235)","('Bobby Lee', 4.4167893e-05)","('Kim Jong Un', 2.673186e-05)","('Ken Jeong', 1.4653551e-05)","('Matthew Moy', 3.4389836e-06)",0.99989235
A-portrait-of-George-Takei_3_0.png,"('George Takei', 0.99974567)","('Kim Jong Un', 0.00014301887)","('Ken Jeong', 2.849193e-05)","('Steven Yeun', 2.382934e-05)","('Bobby Lee', 1.6578355e-05)",0.99974567
A-portrait-of-George-Takei_4_0.png,"('George Takei', 0.99977505)","('Ken Jeong', 0.00013454829)","('Bobby Lee', 4.6792684e-05)","('Kim Jong Un', 1.2289838e-05)","('Tim Kang', 9.330234e-06)",0.99977505
A-portrait-of-George-Takei_5_0.png,"('George Takei', 0.9999941)","('Kim Jong Un', 1.7541253e-06)","('Bobby Lee', 6.39907e-07)","('Ken Jeong', 5.3705037e-07)","('Lucy Liu', 4.6800346e-07)",0.9999941
A-portrait-of-Gillian-Anderson_1_0.png,"('Gillian Anderson', 0.9876208)","('Blake Lively', 0.0020836978)","('Lisa Marie', 0.0014925454)","('Shantel Vansanten', 0.0013054976)","('Drew Barrymore', 0.0012426354)",0.9876208
A-portrait-of-Gillian-Anderson_2_0.png,"('Gillian Anderson', 0.9965329)","('Joan Crawford', 0.0006304537)","('Meryl Streep', 0.0005308998)","('Maureen Mccormick', 0.00033165686)","('Eva Green', 0.00032938772)",0.9965329
A-portrait-of-Gillian-Anderson_3_0.png,"('Gillian Anderson', 0.9874977)","('Judy Greer', 0.0039026297)","('Joan Cusack', 0.0015270374)","('Frances Conroy', 0.00092419644)","('Chyler Leigh', 0.0004231942)",0.9874977
A-portrait-of-Gillian-Anderson_4_0.png,"('Gillian Anderson', 0.9974292)","('Amy Acker', 0.00016033163)","('Kate Winslet', 0.00014195523)","('Lisa Marie', 0.00012861073)","('Patricia Arquette', 0.00011923827)",0.9974292
A-portrait-of-Gillian-Anderson_5_0.png,"('Gillian Anderson', 0.99973017)","('Nelly Furtado', 7.4506344e-05)","('Julie Delpy', 6.688515e-05)","('Paris Jackson', 3.8117607e-05)","('Rachel Dratch', 1.2376651e-05)",0.99973017
A-portrait-of-Gordon-Ramsey_1_0.png,"('Gordon Ramsey', 0.98731285)","('Neil Patrick Harris', 0.0053737145)","('Bryan Cranston', 0.000605084)","('Lucas Till', 0.00057750894)","('Robin Williams', 0.0005121166)",0.98731285
A-portrait-of-Gordon-Ramsey_2_0.png,"('Neil Patrick Harris', 0.44735178)","('Gordon Ramsey', 0.33978266)","('Robin Williams', 0.061587267)","('Gene Hackman', 0.042314854)","('Eric Stonestreet', 0.03923046)",0
A-portrait-of-Gordon-Ramsey_3_0.png,"('Gordon Ramsey', 0.9996111)","('Chris Farley', 9.8736986e-05)","('Marc Evan Jackson', 5.5732315e-05)","('Eric Stonestreet', 3.3090037e-05)","('Robin Williams', 3.1445335e-05)",0.9996111
A-portrait-of-Gordon-Ramsey_4_0.png,"('Gordon Ramsey', 0.9981962)","('Neil Patrick Harris', 0.0002626891)","('Bo Burnham', 0.00023986802)","('Kelly Clarkson', 0.00013546406)","('Hardy Rawls', 0.0001263083)",0.9981962
A-portrait-of-Gordon-Ramsey_5_0.png,"('Gordon Ramsey', 0.99888235)","('Neil Patrick Harris', 0.0001733753)","('Matt Smith', 0.00012649134)","('Wayne Rooney', 8.639594e-05)","('Liam Neeson', 6.35019e-05)",0.99888235
A-portrait-of-Halle-Berry_1_0.png,"('Halle Berry', 0.9932656)","('Sanaa Lathan', 0.004590048)","('Janet Jackson', 0.0004714053)","('Angela Robinson', 0.00021241946)","('Kelly Mccreary', 0.00020399834)",0.9932656
A-portrait-of-Halle-Berry_2_0.png,"('Halle Berry', 0.991796)","('Heidi Klum', 0.004982324)","('Sanaa Lathan', 0.0005933571)","('Toni Braxton', 0.00042211643)","('Cheryl Hines', 0.00020987091)",0.991796
A-portrait-of-Halle-Berry_3_0.png,"('Halle Berry', 0.9756826)","('Penny Johnson Jerald', 0.009454747)","('Regina King', 0.0025461062)","('Jada Pinkett Smith', 0.0024982055)","('Kristen Wiig', 0.001258383)",0.9756826
